gene,log2FC,padj
E03509,-1.2926 ,0.3501 
E03512,2.8174 ,0.0000 
E03515,0.0266 ,0.6079 
E03517,-1.9662 ,0.0078 
E03518,0.4750 ,0.9610 
E03520,-0.0779 ,0.0395 
E03522,-0.6654 ,0.0027 
E03524,-0.1071 ,0.0511 
E03526,-1.8488 ,0.0005 
E03532,0.9849 ,0.6758 
E03533,1.0246 ,0.0000 
E03536,0.3894 ,0.0000 
E03537,-4.6387 ,0.0000 
E03538,1.3206 ,0.0000 
E03541,-0.1661 ,0.0566 
E03542,-0.0663 ,0.3734 
E03543,-0.6600 ,0.7795 
E03544,0.5596 ,0.7036 
E03545,0.5028 ,0.0000 
E03546,-0.9013 ,0.0000 
E03549,-0.1839 ,0.0004 
E03550,0.4928 ,0.0000 
E03551,1.2629 ,0.0000 
E03553,-1.0418 ,0.0000 
E03554,0.1778 ,0.2468 
E03559,0.6680 ,0.0000 
E03562,0.2615 ,0.0208 
E03563,0.2061 ,0.0033 
E03566,2.0091 ,0.0051 
E03567,-0.3704 ,0.0002 
E03576,-0.6751 ,0.0000 
E03578,-0.4596 ,0.0000 
E03581,-0.4585 ,0.0696 
E03583,-0.0867 ,0.1836 
E03585,0.1945 ,0.7132 
E03587,-0.7384 ,0.2026 
E03590,-0.4869 ,0.0000 
E03592,0.0230 ,0.8070 
E03594,0.0828 ,0.2026 
E03595,1.1953 ,0.4410 
E03596,-0.6820 ,0.0222 
E03597,0.1065 ,0.2062 
E03599,0.8623 ,0.0000 
E03600,0.2864 ,0.0001 
E03601,0.2087 ,1.0000 
E03603,-0.2600 ,0.0203 
E03611,-0.5099 ,0.0000 
E03613,0.0500 ,0.8274 
E03614,-0.3459 ,0.0000 
E03616,6.6012 ,0.0000 
E03622,0.3198 ,0.0000 
E03625,0.6492 ,0.0000 
E03626,0.6569 ,0.0000 
E03629,-0.5506 ,0.0000 
E03633,1.0837 ,0.4097 
E03634,0.4097 ,0.0042 
E03635,-0.7594 ,0.0000 
E03643,-0.1692 ,0.3405 
E03648,0.9723 ,0.4831 
E03649,0.5012 ,0.0000 
E03650,0.2015 ,0.2301 
E03653,0.2678 ,0.0000 
E03654,0.8434 ,0.6510 
E03657,-0.7461 ,0.0000 
E03661,1.1710 ,0.0000 
E03666,0.0276 ,1.0000 
E03669,-0.7754 ,0.6131 
E03670,1.6526 ,0.0000 
E03672,0.4781 ,0.9610 
E03673,-0.4221 ,0.0000 
E03674,-0.3986 ,0.0000 
E03675,-1.5594 ,0.0000 
E03679,-1.0423 ,0.0000 
E03680,1.6771 ,0.0000 
E03681,-1.2883 ,0.3508 
E03682,0.7512 ,0.0000 
E03683,1.1236 ,0.5888 
E03686,0.2141 ,0.0000 
E03687,-1.0064 ,0.0000 
E03689,1.0018 ,0.0000 
E03691,-0.9390 ,0.0000 
E03694,2.1432 ,0.0000 
E03695,0.8342 ,0.6415 
E03698,0.4750 ,0.9610 
E03699,0.2375 ,0.1661 
E03703,0.6528 ,0.0000 
E03704,-1.1317 ,0.0000 
E03705,2.4466 ,0.0000 
E03706,-0.0859 ,0.1922 
E03707,0.8305 ,0.0000 
E03709,0.1306 ,0.7122 
E03712,-0.2445 ,0.0000 
E03714,-0.0736 ,0.4037 
E03715,-0.8421 ,0.6354 
E03716,1.6552 ,0.0005 
E03717,0.2364 ,0.0004 
E03719,-0.2075 ,0.0114 
E03720,-1.0709 ,0.0000 
E03721,0.2517 ,0.0065 
E03722,2.9798 ,0.0002 
E03723,-0.3569 ,0.0000 
E03724,0.0979 ,0.2226 
E03726,1.1013 ,0.0018 
E03728,-1.0582 ,0.0000 
E03732,-0.4635 ,0.0325 
E03736,-0.3779 ,0.0000 
E03737,-0.0723 ,1.0000 
E03738,1.3618 ,0.1309 
E03740,0.4750 ,0.9610 
E03741,0.6085 ,0.0000 
E03742,0.8319 ,0.0000 
E03743,-0.4739 ,0.0000 
E03745,-2.8107 ,0.0000 
E03746,-2.7706 ,0.0000 
E03747,0.2428 ,0.0000 
E03748,1.7134 ,0.0000 
E03749,0.1616 ,0.5256 
E03755,2.0863 ,0.0000 
E03756,0.6690 ,0.0194 
E03759,-0.4699 ,0.0000 
E03762,2.7453 ,0.0000 
E03763,0.3979 ,0.0000 
E03765,3.2819 ,0.0000 
E03767,-0.1526 ,0.0246 
E03769,0.6342 ,0.0464 
E03772,3.8203 ,0.0000 
E03773,0.6938 ,0.0000 
E03777,-1.6402 ,0.0000 
E03778,0.2411 ,0.0566 
E03779,0.1682 ,0.0843 
E03781,-4.5190 ,0.0000 
E03782,0.7410 ,0.0000 
E03784,-0.6512 ,0.0300 
E03785,2.7756 ,0.0000 
E03786,0.6220 ,0.0000 
E03787,-0.1900 ,0.5243 
E03790,0.8112 ,0.6421 
E03792,-0.2505 ,0.0001 
E03794,0.6664 ,0.0001 
E03795,-0.3732 ,0.0000 
E03797,0.2013 ,0.0007 
E03800,1.5191 ,0.0000 
E03802,0.8920 ,0.0000 
E03803,-0.0364 ,0.6644 
E03805,-0.9247 ,0.0000 
E03806,1.7054 ,0.0001 
E03807,1.7729 ,0.1058 
E03809,0.2966 ,0.0000 
E03812,0.1103 ,0.0242 
E03813,0.8501 ,0.0000 
E03815,-0.4521 ,0.0000 
E03816,0.6854 ,0.0000 
E03821,-0.1290 ,0.1301 
E03822,0.7663 ,0.0000 
E03825,-0.2821 ,0.0003 
E03827,-0.1099 ,0.0638 
E03829,1.0777 ,0.0000 
E03831,0.5525 ,0.0000 
E03832,2.3739 ,0.0000 
E03833,-1.3969 ,0.0000 
E03834,-0.1866 ,0.0324 
E03835,-1.5127 ,0.0000 
E03837,-0.8055 ,0.0000 
E03840,0.9614 ,0.0000 
E03841,0.0094 ,1.0000 
E03844,-0.3792 ,0.0000 
E03845,1.4690 ,0.0213 
E03846,0.6107 ,0.0000 
E03847,-0.1402 ,0.1327 
E03848,-0.6342 ,0.0000 
E03849,-0.2724 ,0.0342 
E03853,0.6066 ,0.0000 
E03855,0.1357 ,0.0250 
E03858,0.1234 ,0.0059 
E03861,-0.2116 ,0.0394 
E03863,-0.4365 ,0.0000 
E03864,-0.5903 ,0.0000 
E03866,-0.5828 ,0.0000 
E03869,-4.4654 ,0.0000 
E03870,-0.5406 ,0.3552 
E03872,-3.5009 ,0.0000 
E03873,-0.1703 ,0.0036 
E03875,0.2212 ,0.0059 
E03878,4.0909 ,0.0000 
E03879,0.8431 ,0.0000 
E03880,2.5612 ,0.0028 
E03881,-0.0388 ,0.5264 
E03882,-0.6951 ,0.0000 
E03883,0.5275 ,0.0336 
E03887,2.1861 ,0.0000 
E03888,2.3873 ,0.0074 
E03889,-0.2772 ,0.0000 
E03890,0.4712 ,0.0000 
E03891,0.5627 ,0.0000 
E03893,1.3034 ,0.0000 
E03895,-4.1514 ,0.0000 
E03897,-4.1811 ,0.0000 
E03899,0.4486 ,0.9610 
E03901,0.8626 ,0.0000 
E03905,0.6188 ,0.0000 
E03915,0.7247 ,0.0000 
E03917,0.2514 ,0.0011 
E03918,0.6935 ,0.0000 
E03919,0.3249 ,0.0000 
E03923,-0.5866 ,0.0000 
E03924,-0.8208 ,0.0000 
E03925,-2.2004 ,0.0000 
E03927,-0.0845 ,0.9144 
E03928,0.4656 ,0.0000 
E03929,-0.3736 ,0.2522 
E03931,-1.4663 ,0.0000 
E03936,0.5365 ,0.0000 
E03942,-0.7486 ,0.0000 
E03946,-0.4820 ,0.0000 
E03947,-0.2442 ,0.0110 
E03948,-0.7679 ,0.0000 
E03949,0.0052 ,1.0000 
E03950,0.5307 ,0.0163 
E03951,0.5752 ,0.0000 
E03952,-0.4961 ,0.8035 
E03953,0.2667 ,0.0002 
E03954,-0.0411 ,0.9322 
E03955,0.5870 ,0.0000 
E03956,-0.2392 ,0.4490 
E03958,-0.4270 ,0.0000 
E03959,0.8952 ,0.0070 
E03964,0.7836 ,0.0000 
E03965,-0.6632 ,0.8475 
E03967,0.0686 ,0.1098 
E03969,-0.8760 ,0.1672 
E03970,-0.0666 ,0.0483 
E03971,-0.3405 ,0.0000 
E03972,0.0509 ,0.7577 
E03973,-0.9106 ,0.0000 
E03975,-0.6604 ,0.0000 
E03977,-3.2544 ,0.0000 
E03979,0.4011 ,0.0168 
E03980,0.1347 ,0.0936 
E03981,-0.0495 ,0.6974 
E03983,0.0916 ,0.1647 
E03984,-3.5988 ,0.0000 
E03985,-0.0395 ,0.8485 
E03988,0.8013 ,0.0000 
E03990,0.5980 ,0.0000 
E03991,0.0895 ,1.0000 
E03992,1.1378 ,0.0000 
E03993,0.7914 ,0.0001 
E03997,-0.1323 ,0.9470 
E03998,-3.4747 ,0.0000 
E03999,-0.5465 ,0.0000 
E04000,0.2266 ,0.1801 
E04001,-0.1364 ,0.3802 
E04003,0.7825 ,0.0001 
E04004,-0.2414 ,0.1201 
E04006,-0.7894 ,0.0000 
E04009,-1.3383 ,0.1081 
E04011,-0.3875 ,0.0003 
E04013,1.2081 ,0.0000 
E04014,-0.4613 ,0.0000 
E04016,0.3715 ,0.0000 
E04018,0.4737 ,0.5312 
E04019,-1.0526 ,0.0000 
E04022,0.1328 ,0.6833 
E04026,-0.3847 ,0.0000 
E04027,-0.1266 ,0.0401 
E04029,-0.1893 ,0.7301 
E04032,-0.7613 ,0.0000 
E04033,-0.6097 ,0.0000 
E04035,0.4322 ,0.0000 
E04036,-0.2851 ,0.0000 
E04040,1.2526 ,0.0000 
E04048,-1.9037 ,0.0000 
E04049,-1.0736 ,0.0000 
E04050,0.0135 ,0.9189 
E04057,-0.4690 ,0.0000 
E04059,-0.5935 ,0.0003 
E04060,0.7846 ,0.0000 
E04061,0.0995 ,0.0048 
E04063,-0.6382 ,0.0000 
E04066,-1.4882 ,0.1182 
E04067,1.2430 ,0.0000 
E04068,0.4123 ,0.0000 
E04072,-0.5095 ,0.0000 
E04076,0.1204 ,0.4473 
E04077,2.0651 ,0.0000 
E04078,-0.4755 ,0.0131 
E04083,0.2078 ,0.0000 
E04084,-0.6311 ,0.0000 
E04085,-0.3808 ,0.0003 
E04089,-1.2824 ,0.0000 
E04090,0.0776 ,0.0651 
E04091,-0.1084 ,0.2520 
E04093,-0.0836 ,0.2249 
E04094,-1.3871 ,0.0153 
E04099,0.6412 ,0.0000 
E04100,-0.8618 ,0.0000 
E04101,-1.2902 ,0.3506 
E04103,0.3255 ,0.0000 
E04104,-0.3358 ,0.0306 
E04107,1.5246 ,0.0000 
E04109,-0.3540 ,0.0107 
E04110,0.1517 ,0.0006 
E04111,-0.7510 ,0.0000 
E04112,-2.7093 ,0.0009 
E04117,4.8255 ,0.0000 
E04118,2.0748 ,0.0000 
E04120,-1.0161 ,0.1611 
E04122,0.0748 ,1.0000 
E04124,0.5968 ,0.4090 
E04125,-0.3503 ,0.8546 
E04127,0.6150 ,0.0000 
E04130,-0.0871 ,0.1162 
E04131,0.0159 ,0.8490 
E04132,-0.3016 ,0.0000 
E04133,-0.5286 ,0.0001 
E04135,1.0018 ,0.0000 
E04137,0.7081 ,0.0000 
E04139,-0.0454 ,0.4410 
E04140,-0.1719 ,0.3779 
E04141,-0.3680 ,0.0017 
E04143,-0.5328 ,0.0000 
E04145,-0.9776 ,0.0011 
E04146,0.0416 ,0.5927 
E04147,1.4993 ,0.0000 
E04148,-0.0686 ,0.2440 
E04149,5.0299 ,0.0000 
E04150,-0.0632 ,0.6800 
E04152,0.2485 ,0.0002 
E04155,2.6383 ,0.0000 
E04158,0.4062 ,0.0105 
E04159,0.0617 ,0.1386 
E04160,-0.1885 ,0.0005 
E04161,0.5861 ,0.0000 
E04162,0.1222 ,0.3114 
E04165,-0.8358 ,0.0000 
E04168,-1.3322 ,0.0000 
E04169,0.4960 ,0.0000 
E04171,1.3761 ,0.0000 
E04172,-0.4739 ,0.0000 
E04177,-1.0822 ,0.1627 
E04179,3.4494 ,0.0001 
E04180,2.1843 ,0.0000 
E04181,0.8472 ,0.0000 
E04183,-0.3157 ,0.0136 
E04185,-1.1019 ,0.0000 
E04186,-0.1689 ,0.0073 
E04189,-0.1284 ,0.2170 
E04192,0.9702 ,0.0000 
E04193,0.0072 ,0.9973 
E04195,-0.3043 ,0.0302 
E04196,-0.6655 ,0.0606 
E04197,0.4781 ,0.9610 
E04198,1.2547 ,0.0000 
E04200,1.9786 ,0.0000 
E04201,0.8823 ,0.0000 
E04205,-0.0554 ,0.8233 
E04206,-0.0237 ,0.8430 
E04207,1.2239 ,0.0000 
E04208,-1.2682 ,0.0000 
E04210,0.1754 ,0.9791 
E04212,-0.5456 ,0.0000 
E04214,0.0685 ,0.5988 
E04216,0.7178 ,0.0643 
E04217,-0.1948 ,0.0190 
E04218,-0.7913 ,0.0000 
E04219,0.1737 ,0.0101 
E04220,0.1440 ,0.1120 
E04221,-0.1951 ,0.8265 
E04222,1.1232 ,0.3003 
E04225,1.7644 ,0.0607 
E04226,0.6600 ,0.0000 
E04229,-0.2738 ,0.9610 
E04232,-0.5575 ,0.0000 
E04234,0.2334 ,0.0000 
E04242,0.6451 ,0.0051 
E04245,2.9852 ,0.0000 
E04246,0.3641 ,0.0000 
E04249,-0.6600 ,0.0000 
E04252,1.2965 ,0.0000 
E04255,1.0387 ,0.0000 
E04257,0.9966 ,0.0000 
E04258,-0.1207 ,0.1489 
E04259,0.1148 ,0.0790 
E04263,-0.6357 ,0.0000 
E04268,0.3881 ,0.0000 
E04269,8.3285 ,0.0000 
E04273,-0.6196 ,0.0000 
E04275,0.1505 ,1.0000 
E04276,-1.3400 ,0.0000 
